"regional";"municipio";"prestador_matricula";"prestador_nome";"ramo";"referencia";"remessa";"situacao";"valor_pagar";"observacoes"
UBERLANDIA;UBERLANDIA;3869356;COMPLEXO HOSPITALAR UBERLANDIA S.A;HOSP;"2022-10-01";2002675704;PAGPROC;502.58;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2023-08-01";2002797570;PAGPROC;5503.73;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-11-01";2003428159;PAGPROC;248.32;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2023-11-01";2003428711;PAGPROC;212.30;
UBERLANDIA;UBERLANDIA;4049362;CENTRO ODONTOLOGICO ROBERTA BORGES LTDA;CONSULTODON;"2025-02-01";2003240015;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3766842;CLINICA ODONTOLOGICA CAMPOSTRINI E LEOPOLDO LTDA;CONSULTODON;"2024-08-01";2003079114;LIBPAGTO;371.10;
BELO HORIZONTE;BELO HORIZONTE;3087217;ASSOCIACAO MARIO PENNA;HOSP;"2025-10-01";2003325294;EMREVISAO;8376.49;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2025-12-01";2003380983;PAGPROC;13.50;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003403636;PAGPROC;31220.21;
BELO HORIZONTE;BELO HORIZONTE;4296344;SAO MARCOS - SAUDE E MEDICINA DIAGNOSTICA S/A;CLIN;"2025-10-01";2003360040;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3869356;COMPLEXO HOSPITALAR UBERLANDIA S.A;HOSP;"2022-10-01";2002675696;PAGPROC;120.50;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003407617;EMREVISAO;5016.00;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-10-01";2003414223;EMREVISAO;2288.00;
PEDRO LEOPOLDO;SANTA LUZIA;4134327;JM CONSULTORIO E DIAGNOSTICO LTDA;CLIN;"2025-08-01";2003315290;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003417126;EMREVISAO;80.00;
MONTES CLAROS;MONTES CLAROS;3723425;CLINICA MEDICA BOREM LTDA;CLIN;"2024-02-01";2002906290;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-08-01";2003091312;EMREVISAO;130.62;
UBERABA;UBERABA;4172694;SALK LABORATORIOS LTDA;LABO;"2025-11-01";2003355658;LIBPAGTO;672.69;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-11-01";2003342176;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003403085;PAGPROC;26489.22;
UBERABA;UBERABA;3869297;SOCIEDADE EDUCACIONAL UBERABENSE;HOSP;"2025-12-01";2003422994;PAGPROC;197.06;
MONTES CLAROS;MONTES CLAROS;3466166;LABORATORIO MEDICO MENDES E SILVEIRA LTDA;LABO;"2025-12-01";2003419755;EMREVISAO;11567.25;
MANHUACU;MANHUACU;2733264;HOSPITAL CESAR LEITE;HOSP;"2025-09-01";2003359358;EMREVISAO;521.65;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423581;PAGPROC;383.21;
MURIAE;MURIAE;48134;CASA DE SAUDE SANTA LUCIA S/A;HOSP;"2025-04-01";2003320082;LIBPAGTO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003397877;PAGPROC;114.59;
PASSOS;PASSOS;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;HOSP;"2025-12-01";2003428163;PAGPROC;74.50;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-09-01";2003303096;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4296344;SAO MARCOS - SAUDE E MEDICINA DIAGNOSTICA S/A;CLIN;"2025-09-01";2003352813;EMREVISAO;0.00;
TEOFILO OTONI;POTE;4058415;ODONTOPOTE IMPLANTES & ESTETICA OROFACIAL LTDA;CONSULTODON;"2022-05-01";2002544620;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003417172;PAGPROC;2934.15;
ITABIRA;GUANHAES;3513159;LABORATORIO PIRES MIRANDA E MIRANDA LTDA;LABO;"2024-05-01";2003019208;EMREVISAO;0.00;
JUIZ DE FORA;JUIZ DE FORA;2716044;MASP - CLINICA RADIOLOGICA S/A;CLIN;"2024-12-01";2003200793;LIBPAGTO;21.86;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-06-01";2003428052;PAGPROC;434.72;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-11-01";2003346386;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-10-01";2003323054;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2023-12-01";2002835428;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3766842;CLINICA ODONTOLOGICA CAMPOSTRINI E LEOPOLDO LTDA;CONSULTODON;"2025-03-01";2003229341;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4423992;VOLAR ODONTOLOGIA LTDA;CLINODON;"2025-11-01";2003354381;PAGPROC;30.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003427428;PAGPROC;5478.74;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-08-01";2003400869;CADASTRO;0.00;
SAO JOAO DEL REI;SAO JOAO DEL REI;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;HOSP;"2025-04-01";2003282678;EMREVISAO;10162.89;
ITABIRA;VIRGINOPOLIS;3350890;ASSOCIACAO DE PROTECAO E ASSISTENCIA A MATERNIDADE E INFAN HOSP S J VIRGINOPOLIS;HOSP;"2025-06-01";2003270661;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-12-01";2003403144;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;3149974;FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO;HOSP;"2022-11-01";2002595889;PAGPROC;1485.63;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-03-01";2003252684;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003428956;PAGPROC;8379.22;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2022-12-01";2002599829;LIBPAGTO;0.00;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2023-10-01";2002940107;LIBPAGTO;764.02;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-11-01";2003390175;PAGPROC;8729.44;
BELO HORIZONTE;BELO HORIZONTE;4125871;AVANZATA ODONTOLOGIA E SAUDE LTDA;CLINODON;"2022-08-01";2002586400;LIBPAGTO;108.90;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-12-01";2003432840;EMREVISAO;0.00;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2024-03-01";2003004919;PAGPROC;48.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003420064;PAGPROC;1768.65;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-11-01";2003398383;PAGPROC;22008.49;
POUSO ALEGRE;PARAISOPOLIS;3011117;HOSPITAL FREI CAETANO E MATERNIDADE SANTA TEREZA;HOSP;"2025-09-01";2003330075;EMREVISAO;0.00;
BRASILIA DE MINAS;PIRAPORA;4073927;DIEGO DE OLIVEIRA TELES;CONSUMED;"2024-01-01";2002864946;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003428955;PAGPROC;5943.29;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003407253;PAGPROC;118.70;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003428189;PAGPROC;16453.55;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-10-01";2003428132;PAGPROC;12829.73;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003434203;PAGPROC;1916.05;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-12-01";2003372722;PAGPROC;221.83;
UBERLANDIA;PATROCINIO;3311828;HOSPITAL MED CENTER LTDA;HOSP;"2024-08-01";2003068199;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-11-01";2003352615;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-03-01";2003235951;EMREVISAO;0.00;
UBERABA;UBERABA;4172694;SALK LABORATORIOS LTDA;LABO;"2024-08-01";2003077310;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;4049362;CENTRO ODONTOLOGICO ROBERTA BORGES LTDA;CONSULTODON;"2024-12-01";2003240008;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-12-01";2003414188;PAGPROC;1891.24;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003422939;PAGPROC;144.90;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-08-01";2003091414;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-12-01";2003403126;PAGPROC;8040.00;
PATOS DE MINAS;PATOS DE MINAS;3739306;ACTUAL HOSPITAL LTDA;HOSP;"2024-12-01";2003202758;LIBPAGTO;58.00;
UBERABA;SACRAMENTO;48232;LABORATORIO DE PATOLOGIA CLINICA LABIENO SOARES LTDA;LABO;"2024-10-01";2003120999;EMREVISAO;1502.71;
PASSOS;PIUMHI;3865674;CENTRO DE FISIOTERAPIA POSTUROLOGIA S/C LTDA;CLIN;"2023-12-01";2002843060;PAGPROC;261.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-03-01";2003266561;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-11-01";2003401383;PAGPROC;10321.36;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-03-01";2003219915;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-01-01";2003210169;EMREVISAO;0.00;
ITABIRA;ITABIRA;48909;IRMANDADE NOSSA SENHORA DAS DORES;HOSP;"2025-12-01";2003406764;PAGPROC;200.25;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003429860;PAGPROC;12412.35;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003427471;PAGPROC;1318.08;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003427427;PAGPROC;1413.64;
ITABIRA;GUANHAES;3513159;LABORATORIO PIRES MIRANDA E MIRANDA LTDA;LABO;"2025-08-01";2003315821;EMREVISAO;0.00;
UBA;GUIRICEMA;2988314;LABORATORIO DE ANALISES CLINICAS DI MINGO LTDA;LABO;"2024-03-01";2002967296;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003417206;PAGPROC;5202.95;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-12-01";2003369679;EMREVISAO;0.00;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-10-01";2003341618;EMREVISAO;70807.93;
CURVELO;BUENOPOLIS;4047365;CLINICA MEDICA NOSSA SENHORA DAS GRACAS LTDA;CONSUMED;"2024-12-01";2003202619;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3087217;ASSOCIACAO MARIO PENNA;HOSP;"2025-08-01";2003299957;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-09-01";2003428092;PAGPROC;686.07;
ARAXA;ARAXA;4052160;PRADO E RAMOS CLINICA MEDICA DE OFTALMOLOGIA LTDA;CLIN;"2023-06-01";2002734713;PAGPROC;8705.20;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-05-01";2003249977;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4050549;AMMARE CONSULTORIO ODONTOLOGICO LTDA;CLINODON;"2022-11-01";2002642600;PAGPROC;80.19;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-05-01";2003283017;EMREVISAO;896.79;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-12-01";2003428357;PAGPROC;62.00;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-12-01";2003417652;LIBPAGTO;12267.11;
PASSOS;PIUMHI;3865674;CENTRO DE FISIOTERAPIA POSTUROLOGIA S/C LTDA;CLIN;"2023-11-01";2002828862;PAGPROC;290.00;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-10-01";2003392092;PAGPROC;729.40;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-12-01";2003153765;EMREVISAO;3920.80;
ALMENARA;ITAOBIM;2599024;HOSPITAL VALE DO JEQUITINHONHA;HOSP;"2025-12-01";2003360330;LIBPAGTO;1284.21;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-08-01";2003297815;EMREVISAO;3501.13;
PONTE NOVA;VICOSA;4060096;LABORATORIO DE ANALISES CLINICA HEMOLAB LTDA;LABO;"2022-11-01";2002589181;PAGPROC;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423009;PAGPROC;5070.14;
ITABIRA;ITABIRA;48909;IRMANDADE NOSSA SENHORA DAS DORES;HOSP;"2024-04-01";2002948983;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3087217;ASSOCIACAO MARIO PENNA;HOSP;"2025-08-01";2003300073;EMREVISAO;5539.84;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003422959;PAGPROC;4713.43;
BELO HORIZONTE;BELO HORIZONTE;3011818;HOSPITAL MATER DEI S.A;CLIN;"2025-11-01";2003355223;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-12-01";2003397834;PAGPROC;58027.59;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2023-10-01";2002940088;EMREVISAO;176.80;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003428153;PAGPROC;15375.43;
SAO JOAO DEL REI;SAO JOAO DEL REI;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;HOSP;"2023-10-01";2002899086;EMREVISAO;68.25;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-09-01";2003317409;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-10-01";2003342174;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003437056;PAGPROC;821.62;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-11-01";2003432750;EMREVISAO;11380.62;
CORONEL FABRICIANO;CARATINGA;3918475;CENTRO DIAGNOSTICO LESTE DE MINAS LTDA;CLIN;"2024-05-01";2003032280;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-11-01";2003340386;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003389359;PAGPROC;8286.44;
ALFENAS;BOA ESPERANCA;4040901;CLINICA ODONTOLOGICA SILAS FIGUEIREDO LTDA;CLINODON;"2022-11-01";2002559422;PAGPROC;1928.60;
PASSOS;PIUMHI;3331036;SANTA CASA DE MISERICORDIA DE PIUMHI;HOSP;"2025-03-01";2003272655;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-12-01";2003432766;EMREVISAO;0.00;
JUIZ DE FORA;SANTOS DUMONT;48109;HOSPITAL MISERICORDIA DE SANTOS DUMONT;HOSP;"2025-12-01";2003411962;EMREVISAO;83.09;
UBERLANDIA;ARAGUARI;48893;PREVENCAO LABORATORIO DE ANALISES CLINICAS LTDA;LABO;"2024-12-01";2003152571;EMREVISAO;0.00;
TEOFILO OTONI;TEOFILO OTONI;4172114;ODONTO LIFE SERVICOS ODONTOLOGICOS LTDA;CLINODON;"2023-08-01";2002848935;PAGPROC;63.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-12-01";2003428295;PAGPROC;236.87;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003436947;PAGPROC;0.00;
BELO HORIZONTE;BELO HORIZONTE;4414506;ALLIANCA SAUDE E PARTICIPACOES S.A;CLIN;"2025-11-01";2003374816;PAGPROC;62711.09;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003417133;PAGPROC;4818.93;
BELO HORIZONTE;BELO HORIZONTE;3390442;NEO - NUCLEO EXCELENCIA EM OFTALMOLOGIA LTDA;HOSPESP;"2025-10-01";2003365177;EMREVISAO;0.00;
ALFENAS;ALFENAS;48628;CASA DE CARIDADE DE ALFENAS NOSSA SENHORA DO PERPETUO SOCORRO;HOSP;"2024-01-01";2002933795;LIBPAGTO;3856.53;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-03-01";2003239615;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003402438;PAGPROC;472.95;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2025-12-01";2003420802;PAGPROC;47.57;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2024-05-01";2003105456;LIBPAGTO;468.70;
MURIAE;MURIAE;3714115;CEMAC - CENTRO MURIAEENSE DE APOIO A CIDADANIA;HOSP;"2025-05-01";2003421813;PAGPROC;119.80;
BELO HORIZONTE;BELO HORIZONTE;3674265;IPSEM - INSTITUTO DE PESQUISAS E SERVICOS MEDICOS LTDA;ATENDOM;"2025-02-01";2003273686;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003423739;PAGPROC;12719.13;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003397440;EMREVISAO;4105.05;
UBERLANDIA;ARAGUARI;4058062;EULER ROBERTO COUTINHO JUNIOR LTDA;CLIN;"2024-09-01";2003118396;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3903630;MEDFONTES SERVICOS MEDICOS LTDA;CLIN;"2025-11-01";2003365722;EMREVISAO;0.00;
UBA;UBA;48704;IRMANDADE DE NOSSA SENHORA DA SAUDE;HOSP;"2025-07-01";2003315136;LIBPAGTO;13.50;
ITUIUTABA;ITUIUTABA;3330346;HOSPITAL NOSSA SENHORA D'ABADIA LTDA;HOSP;"2025-11-01";2003394997;LIBPAGTO;333.75;
PATOS DE MINAS;PATOS DE MINAS;48604;CORPO VIVO CLINICA DE FISIOTERAPIA LTDA;CLIN;"2024-09-01";2003117159;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423018;PAGPROC;12311.73;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003367564;EMREVISAO;0.00;
PONTE NOVA;PONTE NOVA;4058053;AILO ODONTOLOGIA LTDA;CONSULTODON;"2023-04-01";2002661458;PAGPROC;0.00;
POCOS DE CALDAS;POCOS DE CALDAS;3080020;HOSPITAL MATERNIDADE E PRONTO SOCORRO SANTA LUCIA LTDA;HOSP;"2025-12-01";2003428551;PAGPROC;398.38;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003397124;EMREVISAO;4197.62;
BELO HORIZONTE;BELO HORIZONTE;3723352;INSTITUTO HERMES PARDINI S/A;CLIN;"2025-11-01";2003373133;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-09-01";2003081620;EMREVISAO;0.00;
MURIAE;MURIAE;3714115;CEMAC - CENTRO MURIAEENSE DE APOIO A CIDADANIA;HOSP;"2025-05-01";2003421851;PAGPROC;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003407460;PAGPROC;1440.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2024-11-01";2003126322;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4423992;VOLAR ODONTOLOGIA LTDA;CLINODON;"2025-12-01";2003374247;EMREVISAO;0.00;
TEOFILO OTONI;CARLOS CHAGAS;48687;HOSPITAL LOURENCO WESTIN;HOSP;"2025-09-01";2003304822;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3766842;CLINICA ODONTOLOGICA CAMPOSTRINI E LEOPOLDO LTDA;CLINODON;"2023-09-01";2002795040;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-01-01";2003428308;PAGPROC;104.90;
PASSOS;PIUMHI;3331036;SANTA CASA DE MISERICORDIA DE PIUMHI;HOSP;"2024-01-01";2002906702;EMREVISAO;0.00;
BRASILIA DE MINAS;JANUARIA;3827119;CENTRO ESPECIALIZADO ODONTOLOGICO DE JANUARIA LTDA;CLINODON;"2023-10-01";2002865724;PAGPROC;319.55;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-11-01";2003387932;EMREVISAO;42925.25;
POUSO ALEGRE;EXTREMA;48323;HOSPITAL MATERNIDADE SAO LUCAS DE EXTREMA LTDA;HOSP;"2025-04-01";2003296303;LIBPAGTO;115.55;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003422974;PAGPROC;2299.26;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-04-01";2002968441;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-09-01";2003422710;PAGPROC;104.27;
BELO HORIZONTE;BELO HORIZONTE;3120912;ANGIOSEMPER SOCIEDADE MEDICA LTDA;HOSP;"2025-06-01";2003283981;LIBPAGTO;5951.35;
ITABIRA;VIRGINOPOLIS;3350890;ASSOCIACAO DE PROTECAO E ASSISTENCIA A MATERNIDADE E INFAN HOSP S J VIRGINOPOLIS;HOSP;"2025-06-01";2003270653;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4143400;UNIAO CLINICA ODONTOLOGICA LTDA;CLINODON;"2025-07-01";2003287491;PAGPROC;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003436959;PAGPROC;3881.63;
ALMENARA;ITAOBIM;2599024;HOSPITAL VALE DO JEQUITINHONHA;HOSP;"2025-11-01";2003347022;LIBPAGTO;1466.93;
DIVINOPOLIS;DIVINOPOLIS;2640304;CENTRO DE BIO-ANALISE LTDA;LABO;"2025-05-01";2003272153;PAGPROC;0.00;
BELO HORIZONTE;BELO HORIZONTE;3087217;ASSOCIACAO MARIO PENNA;HOSP;"2025-03-01";2003222799;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2024-09-01";2003428724;PAGPROC;32.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003410939;EMREVISAO;57.65;
ITABIRA;ITABIRA;48909;IRMANDADE NOSSA SENHORA DAS DORES;HOSP;"2024-11-01";2003142289;EMREVISAO;83.74;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003353219;PAGPROC;173.38;
